,datetime,tweetid,text,username,userid,value
871,Fri Apr 07 15:13:14 +0000 2017,8.50365860707533E+017,"RT @Claes_Hemberg: Påkörningen på Drottninggatan: 
Tre döda.
Ingen skottlossning har ägt rum, säger polisen till ekot.
Låt oss inte sprida…",gubbe med katt,620755335,neg
872,Fri Apr 07 15:22:27 +0000 2017,8.50368176768651E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",marja holm,442903111,neg
873,Fri Apr 07 15:21:48 +0000 2017,8.50368013899633E+017,"RT @Kott3n: Att snart kliva på ett nattpass känns, märkligt typ.

Igår hade vi övning om skottlossning med masskadeutfall, idag möts man av…",MannenMytenLegenden,597158926,pos
874,Fri Apr 07 15:17:49 +0000 2017,8.50367014388552E+017,RT @Republiken: Helt fucking sinnes att media hoppade på och började sprida rykten om skottlossning och ljög om att polisen bekräftat. Avgå…,21 y/o Savage,424926318,neg
875,Fri Apr 07 15:17:16 +0000 2017,8.50366875993354E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Magnus Pettersson,133810147,pos
876,Fri Apr 07 15:15:02 +0000 2017,8.50366312773759E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Jimmy Block,496985659,neg
877,Fri Apr 07 15:42:29 +0000 2017,8.5037321924481E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",GuardiesUrbans ||*||,2355001096,none
878,Fri Apr 07 15:37:43 +0000 2017,8.50372022555247E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",LM,30625226,none
879,Fri Apr 07 15:36:42 +0000 2017,8.50371765050147E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Marionettmästaren,119744345,neg
880,Fri Apr 07 15:29:51 +0000 2017,8.50370041363214E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Korhonen,2318937639,pos
881,Fri Apr 07 15:55:38 +0000 2017,8.50376528600945E+017,RT @msigander: Polisen säger till TT att det inte finns några tecken på att det förekommit skottlossning vid #Fridhemsplan,Daniel Hilmer,860909210,neg
882,Fri Apr 07 15:54:21 +0000 2017,8.50376204490244E+017,RT @msigander: Polisen säger till TT att det inte finns några tecken på att det förekommit skottlossning vid #Fridhemsplan,Marko Säävälä,90588510,neg
883,Fri Apr 07 15:47:02 +0000 2017,8.50374365095092E+017,RT @Nyheterna: Flera personer ska vara döda efter att lastbil körde rakt in bland människor. Även larm om skottlossning.,Josefine Odell,554397319,pos
884,Fri Apr 07 15:35:52 +0000 2017,8.50371555607663E+017,@Stefan_Laurell @svenskprepper Polisen har dementerat skottlossning,Solid State Society,112977852,neg
885,Fri Apr 07 15:13:08 +0000 2017,8.5036583368362E+017,"Att snart kliva på ett nattpass känns, märkligt typ.

Igår hade vi övning om skottlossning med masskadeutfall, idag möts man av detta..",miinii,1139276234,pos
886,Fri Apr 07 16:25:47 +0000 2017,8.50384118647075E+017,RT @forever_united: 1) Ingen gripen. 2) Ingen bekräftad skottlossning. 3) All utrymning av andra platser är säkerhetsåtgärder. 4) Chilla me…,Doctor FrankenTan,147940111,neg
887,Fri Apr 07 16:25:03 +0000 2017,8.50383933632106E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Kurt Johansson,3082531732,pos
888,Fri Apr 07 16:24:53 +0000 2017,8.50383891529691E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",Daniel Fredriksson,205695330,neg
889,Fri Apr 07 16:24:01 +0000 2017,8.50383671957782E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Joel Westman,268942717,none
890,Fri Apr 07 16:23:27 +0000 2017,8.50383528546251E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Östblocket,1611589148,none
891,Fri Apr 07 16:20:30 +0000 2017,8.50382786078933E+017,RT @TobiasSkoldborg: Skottlossning vid Fridhemsplan DEMENTERAT av polisen. enl SVT,Nicklas,300965959,neg
892,Fri Apr 07 16:19:16 +0000 2017,8.50382476908392E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Elina Ahonen,4807999522,neg
893,Fri Apr 07 16:13:41 +0000 2017,8.5038107130067E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Phil 🇬🇧🇪🇸,180171266,pos
894,Fri Apr 07 16:12:26 +0000 2017,8.50380757877092E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Hårdrocksliberal,52019100,none
895,Fri Apr 07 16:10:55 +0000 2017,8.50380376140915E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Tina Sayed Nestius,18801159,none
896,Fri Apr 07 16:09:17 +0000 2017,8.50379964058915E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Shots o tjena-tjena,927600432,none
897,Fri Apr 07 16:07:06 +0000 2017,8.50379416316334E+017,RT @Ivarpi: Enligt uppgift till Expressen är skottlossning bekräftad vid Åhléns City och Hötorget.,Daniel Johansson,407356109,pos
898,Fri Apr 07 15:58:09 +0000 2017,8.50377161852801E+017,RT @forever_united: 1) Ingen gripen. 2) Ingen bekräftad skottlossning. 3) All utrymning av andra platser är säkerhetsåtgärder. 4) Chilla me…,🐤🔫!,2259206507,neg
899,Fri Apr 07 16:02:56 +0000 2017,8.50378367383818E+017,@charlieafnord @Havanna Det dementerades av polisen att det hade varit skottlossning.,jagskabara,1060258711,neg
900,Fri Apr 07 16:03:02 +0000 2017,8.50378390750331E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Kim Nilsson,60000498,neg
901,Fri Apr 07 15:50:09 +0000 2017,8.50375148633039E+017,@heauxnews Är det sant att det varit skottlossning i fridhemsplan skärholmen o farsta?? Asso är utomlands ffs,yasmin,965186024,pos
902,Fri Apr 07 15:58:00 +0000 2017,8.50377127048434E+017,"RT @niklassvensson: Uppgifterna om skottlossning vid Fridhemsplan dementeras av polisen, uppger SVT.",Kloparen,3444168915,neg
903,Fri Apr 07 15:54:29 +0000 2017,8.50376240255168E+017,"RT @Claes_Hemberg: Polisens presskonferens (ekot) bekräftar:
- lastbil körde på drottninggatan
- okänt antalet döda
Polisen talar INTE om s…",Johan Persson,562053332,neg
904,Fri Apr 07 15:57:00 +0000 2017,8.50376875084042E+017,RT @forever_united: 1) Ingen gripen. 2) Ingen bekräftad skottlossning. 3) All utrymning av andra platser är säkerhetsåtgärder. 4) Chilla me…,Republiken ⭕,68952877,neg
905,Fri Apr 07 16:11:00 +0000 2017,8.50380396214858E+017,@Potatopolitics @niklassvensson Ingen skottlossning bekräftad. https://t.co/5rMkeAJYYO @YB_Sodermalm,Kim Nilsson,60000498,neg
906,Fri Apr 07 16:06:11 +0000 2017,8.50379185948414E+017,@vesselstruce @fakeddun Det är inte bekräftat att en skottlossning har skett. Undvik att sprida rykten innan det är… https://t.co/IzBdvE5vrd,Sebastian Ståhl,921191688,neg
907,Fri Apr 07 17:12:57 +0000 2017,8.50395984999977E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Marcus Saari,516530649,none
908,Fri Apr 07 17:08:15 +0000 2017,8.50394803883971E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Nathalie,7.6404207993267E+017,none
909,Fri Apr 07 17:08:04 +0000 2017,8.50394757771792E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Oscar Nyman,7.1499856560146E+017,none
910,Fri Apr 07 17:07:24 +0000 2017,8.50394591203389E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Sandra Edström,520733722,none
911,Fri Apr 07 17:05:52 +0000 2017,8.50394205616779E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Fotbollsdamp,914238313,none
912,Fri Apr 07 17:04:11 +0000 2017,8.50393780008124E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Lou Bendrot,729066283,none
913,Fri Apr 07 17:00:08 +0000 2017,8.50392762197398E+017,"Vittnen: ”Vi sprang från skottlossning på Stockholms centralstation”
https://t.co/t11EfRrRIL #svtnyheter https://t.co/DEZkog0Mze",SVT Nyheter,372142346,pos
914,Fri Apr 07 17:07:41 +0000 2017,8.50394663156683E+017,Nåddes av falska rykten om skottlossning på platsen där jag befann mig. Snälla sprid ej uppgifter som ej är bekräftade då det skapar kaos❤️,Fin kontakt,337980513,neg
915,Fri Apr 07 17:01:35 +0000 2017,8.50393124241388E+017,"RT @svtnyheter: Vittnen: ”Vi sprang från skottlossning på Stockholms centralstation”
https://t.co/t11EfRrRIL #svtnyheter https://t.co/DEZko…",BS,3077401154,pos
916,Fri Apr 07 16:30:28 +0000 2017,8.50385294348222E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",humla 🦎,4525186343,none
917,Fri Apr 07 16:29:40 +0000 2017,8.50385094749696E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Elise♀,870135048,none
918,Fri Apr 07 16:29:22 +0000 2017,8.50385017729679E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Vanna,1304489526,none
919,Fri Apr 07 16:28:34 +0000 2017,8.50384818907087E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Johan Ernelind,1882587048,none
920,Fri Apr 07 16:42:16 +0000 2017,8.50388266348143E+017,@prettoemma är okej! Nåddes av falska rykten om skottlossning precis där jag befann mig men två panikattacker senare är jag i trygghet,Fin kontakt,337980513,neg
921,Fri Apr 07 16:54:36 +0000 2017,8.50391368602177E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",evelina,175779058,none
922,Fri Apr 07 16:46:07 +0000 2017,8.50389232598356E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Adryel William,354983225,none
923,Fri Apr 07 16:51:17 +0000 2017,8.50390533994369E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Sthlm Prepper,3107715819,none
924,Fri Apr 07 16:38:55 +0000 2017,8.50387423406297E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Ingela Eng,115999334,none
925,Fri Apr 07 16:35:47 +0000 2017,8.50386634164109E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Erik öhrberg 🌐,7.16271046039577E+017,none
926,Fri Apr 07 16:34:08 +0000 2017,8.50386218495996E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Andreas Ferber,114430689,none
927,Fri Apr 07 16:48:43 +0000 2017,8.50389886251172E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Magnus Svensson,2889549597,none
928,Fri Apr 07 16:24:41 +0000 2017,8.50383842112418E+017,"@vesselstruce @fakeddun Ah, ingen skottlossning, bara smällarna ifrån lastbilen som körde in i Åhlens",alive.alright,7.29296998998872E+017,neg
929,Fri Apr 07 16:16:36 +0000 2017,8.5038180542548E+017,Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i Stockholm?,Gripen News,257334936,none
930,Fri Apr 07 16:30:46 +0000 2017,8.50385369677931E+017,"Inte ens våra största dagstidningar kan nu avhålla sig från formuleringar som ""uppgifter om skottlossning"". Nötter.",silverte.jp,24528849,none
931,Fri Apr 07 17:02:43 +0000 2017,8.50393410959807E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",Valdemar Stenmark,7.99774550363816E+017,pos
932,Fri Apr 07 17:44:15 +0000 2017,8.50403862351676E+017,"RT @svtnyheter: Vittnen: ”Vi sprang från skottlossning på Stockholms centralstation”
https://t.co/t11EfRrRIL #svtnyheter https://t.co/DEZko…",Faryad,312733651,pos
933,Fri Apr 07 17:57:36 +0000 2017,8.5040722291612E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Daniel Bons,514495500,none
934,Fri Apr 07 18:12:33 +0000 2017,8.50410986439938E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Vera Maria Olsson,253241788,none
935,Fri Apr 07 18:10:48 +0000 2017,8.50410547099181E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",norskjevel,2510794243,none
936,Fri Apr 07 18:10:26 +0000 2017,8.50410452257558E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Ida Hallgren,944423377,none
937,Fri Apr 07 18:02:58 +0000 2017,8.50408574140506E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Hampus Björk,2735475958,none
938,Fri Apr 07 18:01:00 +0000 2017,8.50408077451035E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Janne Perslöf ⛳️🏌🏻,819522974,none
939,Fri Apr 07 17:59:10 +0000 2017,8.50407617604309E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Henrik Ågren,398609150,none
940,Fri Apr 07 17:58:18 +0000 2017,8.50407401471848E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Fabian,2463313006,none
941,Fri Apr 07 18:04:33 +0000 2017,8.50408973798867E+017,"Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o hjälp varann!",Carl Melin,265951489,neg
942,Fri Apr 07 17:36:08 +0000 2017,8.50401821382381E+017,RT @snedslagenspik: Nåddes av falska rykten om skottlossning på platsen där jag befann mig. Snälla sprid ej uppgifter som ej är bekräftade…,Eve,2239745180,neg
943,Fri Apr 07 17:30:46 +0000 2017,8.50400468828397E+017,RT @niklassvensson: Polisen bekräftar för Expressen att skottlossning har ägt rum vid Hötorget,Tina Tor,1577576084,pos
944,Fri Apr 07 17:33:43 +0000 2017,8.50401213132812E+017,"Kom ihåg att INGEN är gripen än, mannen på bilden som polisen sökte är INTE misstänkt, och det skedde INGEN skottlossning (källa: SVT)",Hanne,8.02853744144695E+017,neg
945,Fri Apr 07 17:19:24 +0000 2017,8.50397611509023E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Jesper Jensen,218260904,none
946,Fri Apr 07 17:17:09 +0000 2017,8.50397043814257E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Mattias F Sjöholm,3395412531,none
947,Fri Apr 07 17:16:44 +0000 2017,8.50396940030423E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Ludvig Sundberg,2621084793,none
948,Fri Apr 07 17:14:57 +0000 2017,8.50396492041007E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Ida Weiefors,236508560,none
949,Fri Apr 07 17:38:02 +0000 2017,8.50402300791325E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Chris Lj,1601276130,pos
950,Fri Apr 07 18:08:14 +0000 2017,8.50409899423085E+017,SKOTTLOSSNING i Stockholm😬 https://t.co/8fIcE7xYCA,Donald DUCK,2598654326,pos
951,Fri Apr 07 17:21:55 +0000 2017,8.50398244899357E+017,@jowwen Enligt polisen har det inte varit någon skottlossning.  SvT verkar ha haft ganska urusel rapportering... SR bättre.,Inger Aspåker,331155982,pos
952,Fri Apr 07 19:25:31 +0000 2017,8.50429346691117E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",HildeSol,13204252,none
953,Fri Apr 07 19:24:46 +0000 2017,8.50429159428035E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Kristian Lidén,393309650,none
954,Fri Apr 07 19:23:37 +0000 2017,8.50428869786075E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Robin Nilsen,479497005,none
955,Fri Apr 07 19:21:54 +0000 2017,8.50428439471542E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",smultronsida,484887227,none
956,Fri Apr 07 19:19:53 +0000 2017,8.50427930555671E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Ove Sundberg,3139788959,none
957,Fri Apr 07 19:16:31 +0000 2017,8.50427082156933E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Elisabet Wahl,227607882,none
958,Fri Apr 07 19:15:28 +0000 2017,8.50426817970405E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Alexanderhammarström,910861952,none
959,Fri Apr 07 19:14:28 +0000 2017,8.50426568942002E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Andreas,318889079,none
960,Fri Apr 07 18:42:23 +0000 2017,8.50418493002482E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Tommy Olsson,2165319838,neg
